task_id_list	courier_id	total_score	willingness
T0009,T0020	C0006	37.86	0.2673
T0004,T0029	C0016	44.87	0.2395
T0008,T0013	C0012	56.46	0.4746
T0020,T0030	C0018	83.56	0.1377
T0015,T0024	C0062	50.67	0.3761
T0002,T0030	C0009	52.49	0.0924
T0008,T0016	C0045	62.05	0.1324
T0001,T0026	C0033	69.47	0.3844
T0001,T0012	C0032	70.16	0.0919
T0001,T0007	C0006	66.01	0.2252
T0008,T0027	C0001	59.67	0.3338
T0005,T0019	C0016	65.48	0.2655
T0025,T0028	C0041	66.35	0.1377
T0004,T0022	C0010	71.27	0.4668
T0002,T0007	C0027	70.03	0.6499
T0021,T0023	C0017	55.02	0.6629
T0005,T0027	C0001	65.04	0.2833
T0011,T0026	C0056	88.71	0.3278
T0024,T0029	C0062	40.52	0.2564
T0004,T0019	C0020	84.35	0.0
T0016,T0018	C0036	76.12	0.0888
T0010,T0030	C0015	42.86	0.5174
T0005,T0009	C0018	94.46	0.4587
T0008,T0030	C0010	48.25	0.3709
T0016,T0027	C0003	63.68	0.1373
T0004,T0029	C0001	56.83	0.0073
T0029	C0011	28.31	0.0764
T0004,T0007	C0032	45.8	0.5648
T0014,T0020	C0052	33.43	0.0876
T0020,T0022	C0047	49.96	0.2509
T0021,T0029	C0047	92.84	0.1976
T0006,T0023	C0012	87.07	0.3778
T0005,T0017	C0050	73.93	0.1361
T0012,T0022	C0011	77.59	0.2844
T0006,T0030	C0018	75.42	0.4033
T0003,T0016	C0062	44.66	0.4396
T0020,T0021	C0048	73.0	0.072
T0005,T0028	C0043	57.97	0.5842
T0004,T0027	C0005	67.01	0.5524
T0008,T0021	C0028	44.45	0.0
T0020	C0041	23.4	0.8465
T0001,T0011	C0044	50.17	0.2921
T0010,T0019	C0016	57.39	0.6164
T0012,T0029	C0062	58.83	0.0266
T0020,T0022	C0056	52.0	0.122
T0018,T0020	C0048	85.28	0.185
T0027,T0029	C0052	54.15	0.0794
T0006,T0024	C0008	64.37	0.3503
T0013,T0017	C0035	84.56	0.547
T0007	C0050	20.11	0.388
T0004,T0012	C0025	51.82	0.4036
T0007,T0009	C0035	75.18	0.4525
T0004,T0030	C0026	53.61	0.4286
T0007,T0016	C0048	51.09	0.0394
T0021,T0026	C0025	45.0	0.3367
T0017,T0023	C0012	94.2	0.3112
T0002,T0030	C0059	79.12	0.5376
T0002,T0017	C0041	68.74	0.2082
T0029	C0052	25.9	0.8294
T0013,T0018	C0016	51.41	0.3448
T0004,T0027	C0008	74.69	0.0
T0001,T0007	C0021	38.04	0.5912
T0001,T0024	C0039	25.47	0.6457
T0007,T0018	C0024	41.69	0.4137
T0003,T0022	C0049	56.03	0.0641
T0002,T0022	C0013	37.03	0.0901
T0011,T0027	C0012	50.4	0.7961
T0009,T0027	C0046	71.74	0.2312
T0009,T0019	C0046	42.26	0.5708
T0012,T0016	C0055	60.29	0.5423
T0008,T0028	C0024	66.38	0.4813
T0016,T0029	C0020	58.64	0.2584
T0004,T0016	C0048	58.23	0.2662
T0008,T0013	C0031	48.13	0.3268
T0006,T0020	C0035	71.03	0.2662
T0010,T0018	C0020	67.73	0.3902
T0004,T0023	C0021	85.97	0.4331
T0005,T0016	C0005	89.13	0.1486
T0015	C0029	31.36	0.2852
T0017,T0028	C0033	70.13	0.0859
T0004,T0023	C0030	27.71	0.2092
T0003,T0012	C0012	44.0	0.0
T0002,T0011	C0005	84.18	0.2207
T0002,T0012	C0010	44.94	0.4098
T0021,T0030	C0001	85.48	0.2551
T0020,T0027	C0061	46.96	0.2052
T0006,T0018	C0062	100.0	0.231
T0019,T0026	C0048	68.89	0.0
T0005,T0011	C0019	68.98	0.2921
T0006,T0009	C0009	49.1	0.2781
T0004,T0026	C0056	69.56	0.3525
T0005,T0006	C0042	74.65	0.0953
T0002,T0024	C0007	39.42	0.1037
T0004,T0006	C0059	76.51	0.0
T0010,T0014	C0050	69.42	0.4029
T0018	C0011	23.82	0.0192
T0008,T0022	C0044	36.56	0.2784
T0003,T0028	C0028	40.43	0.3405
T0003,T0024	C0019	51.49	0.3081
T0002,T0024	C0039	76.01	0.1352
T0023	C0006	22.81	0.2415
T0016,T0022	C0024	49.63	0.1559
T0015	C0038	12.97	0.2385
T0002,T0008	C0009	76.7	0.2144
T0017,T0027	C0054	76.92	0.4131
T0010,T0015	C0031	45.41	0.4768
T0014,T0017	C0058	55.26	0.2714
T0019,T0025	C0040	85.49	0.09
T0003,T0007	C0008	79.63	0.0573
T0012,T0021	C0002	73.71	0.3485
T0017,T0025	C0046	65.78	0.504
T0022,T0027	C0022	49.63	0.0
T0009,T0026	C0061	65.9	0.2283
T0007,T0021	C0014	51.25	0.0
T0004,T0013	C0043	97.99	0.0969
T0009,T0020	C0061	51.22	0.1688
T0023,T0029	C0052	63.13	0.161
T0001,T0021	C0051	85.65	0.4319
T0014,T0023	C0037	87.07	0.0
T0002,T0028	C0043	70.9	0.5071
T0012,T0013	C0029	57.16	0.2579
T0008,T0018	C0003	23.64	0.348
T0005,T0010	C0025	73.65	0.1672
T0001	C0039	12.53	0.878
T0002,T0003	C0055	58.17	0.0836
T0002,T0030	C0048	54.58	0.0419
T0007,T0020	C0021	33.79	0.2785
T0027,T0030	C0017	42.33	0.1924
T0023,T0029	C0058	33.2	0.1629
T0008,T0030	C0039	49.54	0.1113
T0003,T0012	C0003	58.74	0.1326
T0026,T0030	C0021	31.78	0.2771
T0004,T0028	C0009	69.75	0.3535
T0008,T0016	C0039	50.66	0.1348
T0006	C0024	42.33	0.7006
T0004,T0022	C0019	46.83	0.535
T0002	C0035	13.42	0.7765
T0007,T0019	C0041	43.7	0.0276
T0017,T0030	C0017	58.13	0.1736
T0012	C0020	22.85	0.7021
T0007,T0021	C0021	51.54	0.1601
T0019	C0034	40.03	0.4096
T0007,T0016	C0034	64.8	0.2297
T0009,T0025	C0047	79.02	0.2652
T0017,T0021	C0024	91.36	0.5378
T0009,T0030	C0013	73.99	0.2219
T0009,T0028	C0019	69.82	0.1081
T0008,T0022	C0054	34.71	0.6392
T0021,T0023	C0012	88.85	0.2109
T0002,T0015	C0011	73.12	0.1799
T0005,T0011	C0042	77.58	0.0
T0012,T0025	C0005	70.02	0.132
T0016,T0019	C0047	43.67	0.427
T0010,T0013	C0002	64.95	0.027
T0006,T0023	C0058	34.09	0.0
T0009,T0026	C0033	57.21	0.3768
T0011,T0014	C0003	58.08	0.2821
T0020,T0022	C0010	77.78	0.3748
T0009,T0020	C0042	46.59	0.2047
T0018,T0028	C0051	50.8	0.3237
T0001,T0017	C0044	28.0	0.3857
T0013,T0030	C0061	77.44	0.0
T0020,T0024	C0015	55.77	0.3215
T0010,T0012	C0015	24.15	0.4667
T0008,T0028	C0028	32.35	0.3153
T0015,T0026	C0019	64.04	0.2897
T0008,T0017	C0055	52.03	0.5209
T0009	C0020	19.62	0.554
T0017,T0021	C0011	61.52	0.2705
T0002,T0025	C0039	76.7	0.0
T0003,T0024	C0027	63.64	0.1834
T0009,T0024	C0060	49.58	0.4111
T0010,T0011	C0038	61.36	0.271
T0005,T0012	C0010	63.96	0.6332
T0012,T0018	C0014	63.57	0.5494
T0013,T0023	C0031	24.34	0.4445
T0004,T0015	C0022	56.98	0.2989
T0014,T0018	C0033	40.8	0.1688
T0012,T0026	C0051	63.69	0.3049
T0018,T0025	C0013	66.75	0.5107
T0012,T0020	C0049	68.9	0.4913
T0019,T0020	C0009	53.56	0.3057
T0013,T0026	C0034	64.14	0.6124
T0004,T0010	C0046	24.85	0.0508
T0011,T0015	C0029	57.7	0.1917
T0016,T0025	C0031	63.55	0.5463
T0002,T0027	C0028	34.06	0.4025
T0001,T0020	C0048	65.31	0.0
T0011,T0027	C0036	46.92	0.4078
T0006,T0030	C0031	63.68	0.3398
T0014,T0026	C0060	61.75	0.4306
T0010,T0029	C0047	52.67	0.2104
T0011,T0016	C0022	83.3	0.269
T0027,T0028	C0024	54.47	0.2561
T0003,T0030	C0005	42.82	0.4439
T0009,T0024	C0001	75.47	0.0221
T0018,T0026	C0033	28.52	0.2897
T0017,T0023	C0059	48.32	0.1769
T0023,T0025	C0059	46.58	0.203
T0006,T0013	C0038	85.6	0.3326
T0019,T0027	C0026	97.17	0.3345
T0004,T0007	C0030	27.21	0.1991
T0006,T0015	C0015	39.02	0.128
T0003,T0007	C0016	40.18	0.2918
T0002,T0014	C0016	45.21	0.4476
T0009,T0030	C0022	50.28	0.3227
T0008	C0061	34.7	0.674
T0014,T0023	C0041	69.9	0.0463
T0026	C0018	30.6	0.7662
T0010,T0024	C0048	80.16	0.4014
T0017,T0018	C0017	31.47	0.0732
T0014,T0019	C0025	66.2	0.376
T0009,T0014	C0052	55.31	0.1916
T0015	C0051	31.63	0.2855
T0002,T0017	C0018	91.36	0.3039
T0002,T0006	C0042	63.9	0.3128
T0004,T0006	C0026	44.49	0.504
T0012,T0028	C0011	78.78	0.2732
T0009,T0010	C0021	54.91	0.2707
T0007,T0023	C0018	41.07	0.1465
T0003,T0028	C0046	46.57	0.6513
T0020,T0021	C0036	59.97	0.4541
T0010,T0028	C0029	42.27	0.5833
T0008,T0015	C0008	70.82	0.2738
T0020,T0027	C0039	60.97	0.2987
T0007,T0008	C0042	55.87	0.1984
T0009,T0028	C0044	60.29	0.1313
T0009	C0057	31.41	0.1792
T0009,T0010	C0045	66.49	0.1167
T0003,T0011	C0044	88.37	0.3205
T0006,T0027	C0061	80.92	0.1477
T0025	C0038	36.01	0.46
T0003,T0004	C0047	73.03	0.112
T0001,T0004	C0005	87.13	0.3457
T0002,T0016	C0025	66.95	0.211
T0010,T0013	C0012	44.84	0.2068
T0004,T0006	C0050	72.85	0.3437
T0007,T0011	C0017	36.6	0.264
T0008,T0022	C0055	86.24	0.561
T0017,T0019	C0054	60.18	0.1458
T0010,T0012	C0014	56.33	0.473
T0013,T0020	C0017	82.56	0.5822
T0007,T0018	C0002	59.59	0.1345
T0005,T0023	C0042	76.32	0.3587
T0006,T0009	C0048	92.18	0.4222
T0029,T0030	C0049	65.51	0.2121
T0009,T0011	C0043	68.1	0.4949
T0013,T0024	C0006	37.08	0.0
T0015,T0018	C0018	49.44	0.1636
T0015,T0025	C0061	60.65	0.5512
T0001,T0017	C0053	64.08	0.076
T0009,T0014	C0016	56.56	0.2602
T0023,T0027	C0020	43.95	0.2454
T0021,T0026	C0010	34.87	0.3767
T0003,T0008	C0050	100.0	0.1143
T0021,T0023	C0052	75.5	0.1438
T0009,T0013	C0034	32.13	0.2543
T0004,T0021	C0045	51.7	0.2078
T0010,T0024	C0060	62.39	0.4702
T0027,T0030	C0011	76.54	0.1053
T0013,T0028	C0021	63.68	0.4735
T0015,T0024	C0014	28.18	0.4041
T0008,T0020	C0006	57.31	0.0541
T0019,T0028	C0060	36.59	0.1746
T0013,T0030	C0030	51.58	0.0165
T0007,T0015	C0012	44.88	0.2906
T0023,T0027	C0010	37.9	0.0
T0009,T0023	C0019	56.49	0.0196
T0004,T0020	C0015	55.54	0.2387
T0003,T0005	C0062	43.9	0.3336
T0006	C0048	41.35	0.8747
T0011,T0013	C0005	60.25	0.3314
T0011,T0020	C0058	63.59	0.4963
T0008,T0027	C0039	60.99	0.1257
T0013,T0022	C0036	29.28	0.0
T0003,T0016	C0054	52.01	0.3244
T0002,T0020	C0037	58.31	0.739
T0001,T0011	C0046	76.02	0.0552
T0006,T0017	C0001	79.2	0.368
T0004,T0013	C0062	54.34	0.5348
T0013,T0019	C0056	76.5	0.0786
T0006,T0011	C0041	48.47	0.1447
T0001,T0011	C0001	20.0	0.345
T0015,T0028	C0015	61.09	0.0
T0020,T0028	C0023	70.22	0.251
T0002,T0025	C0009	57.44	0.236
T0004,T0028	C0027	77.82	0.2118
T0009,T0020	C0062	64.27	0.0
T0003,T0012	C0041	76.03	0.3232
T0008,T0025	C0019	61.94	0.1941
T0007,T0026	C0044	73.1	0.1284
T0021,T0024	C0048	63.77	0.3171
T0004,T0019	C0019	59.33	0.1646
T0011,T0021	C0013	38.33	0.0289
T0006,T0029	C0043	65.33	0.3112
T0002,T0007	C0034	66.72	0.3823
T0001,T0022	C0015	63.54	0.1215
T0006	C0025	23.74	0.3657
T0006,T0022	C0007	73.21	0.4375
T0012,T0020	C0041	56.15	0.4498
T0002,T0021	C0025	56.68	0.1284
T0010,T0029	C0021	55.0	0.714
T0001,T0030	C0046	43.88	0.3352
T0006,T0008	C0029	48.62	0.231
T0005,T0014	C0045	86.84	0.2632
T0005,T0025	C0036	57.99	0.3774
T0015,T0029	C0032	72.18	0.0394
T0004,T0020	C0059	42.58	0.1528
T0010,T0022	C0046	60.23	0.0117
T0003,T0028	C0013	55.25	0.0916
T0006,T0025	C0015	65.56	0.0958
T0004,T0023	C0055	49.85	0.2684
T0003,T0021	C0024	77.09	0.5167
T0013,T0022	C0014	40.5	0.1396
T0010,T0021	C0035	71.69	0.2496
T0008,T0014	C0053	53.01	0.194
T0006,T0008	C0018	59.81	0.5315
T0026,T0028	C0058	45.04	0.1334
T0002,T0005	C0045	64.25	0.2601
T0007,T0011	C0038	55.38	0.1072
T0002,T0029	C0055	67.38	0.4841
T0015,T0019	C0042	52.67	0.505
T0005,T0023	C0022	78.45	0.0319
T0005,T0019	C0020	62.28	0.0516
T0008,T0027	C0002	46.69	0.4088
T0001,T0011	C0027	77.01	0.3953
T0015,T0027	C0053	59.66	0.3337
T0009,T0030	C0048	68.7	0.3717
T0012,T0027	C0002	47.7	0.6124
T0004,T0007	C0031	55.93	0.0689
T0007,T0024	C0052	30.07	0.1891
T0004,T0024	C0059	57.82	0.1536
T0030	C0058	39.46	0.4382
T0016,T0028	C0057	69.32	0.6027
T0002,T0016	C0017	60.52	0.7093
T0011	C0014	11.34	0.5753
T0001,T0020	C0006	55.58	0.3935
T0004,T0008	C0021	73.65	0.2093
T0020,T0024	C0002	71.19	0.1925
T0013,T0015	C0036	47.39	0.0
T0013,T0016	C0019	66.08	0.2629
T0003,T0022	C0055	93.09	0.0867
T0020,T0021	C0020	62.1	0.2285
T0006,T0029	C0060	53.83	0.2065
T0001,T0020	C0015	44.92	0.516
T0010,T0014	C0005	42.36	0.2701
T0007,T0028	C0041	58.21	0.0
T0013,T0028	C0017	53.57	0.3001
T0005,T0017	C0046	62.17	0.5072
T0018,T0025	C0023	84.5	0.4237
T0017,T0026	C0061	71.88	0.078
T0012,T0019	C0059	97.97	0.2338
T0022,T0025	C0023	53.43	0.3146
T0026,T0030	C0036	45.59	0.2381
T0022,T0027	C0037	75.9	0.106
T0017,T0019	C0061	79.38	0.1839
T0005,T0013	C0009	74.8	0.5262
T0015,T0019	C0040	65.88	0.1218
T0003,T0005	C0001	55.84	0.1118
T0009,T0027	C0040	63.84	0.5972
T0010,T0025	C0049	31.1	0.2478
T0018,T0022	C0015	69.79	0.1128
T0012,T0018	C0055	74.14	0.3033
T0022,T0030	C0007	57.83	0.4951
T0024,T0025	C0053	66.91	0.1576
T0021,T0029	C0059	65.62	0.1929
T0004,T0014	C0041	61.4	0.4458
T0002,T0029	C0052	57.75	0.5483
T0021	C0039	21.57	0.7559
T0010,T0025	C0056	74.94	0.4075
T0009,T0024	C0016	79.13	0.0438
T0008,T0019	C0019	73.58	0.0624
T0001,T0025	C0039	44.02	0.1767
T0025,T0028	C0047	53.43	0.2041
T0003,T0014	C0013	37.36	0.0201
T0001,T0029	C0045	68.62	0.0713
T0026	C0016	31.69	0.8141
T0008,T0012	C0021	73.46	0.1788
T0004,T0012	C0010	48.55	0.4647
T0007,T0020	C0030	45.97	0.3574
T0005	C0001	28.25	0.4073
T0012,T0025	C0059	95.02	0.2036
T0008,T0027	C0016	62.16	0.2589
T0018,T0022	C0004	38.55	0.0754
T0026	C0015	39.7	0.7215
T0003,T0018	C0024	66.97	0.3654
T0007,T0025	C0061	67.91	0.5977
T0013,T0016	C0041	53.91	0.1835
T0016,T0023	C0017	62.67	0.5807
T0002,T0014	C0031	76.83	0.3758
T0008,T0017	C0047	51.81	0.5388
T0016,T0017	C0015	59.75	0.1057
T0009,T0018	C0058	60.23	0.1836
T0020	C0021	18.46	0.3208
T0011,T0016	C0042	75.0	0.0
T0001,T0026	C0027	62.86	0.3889
T0023,T0028	C0003	57.71	0.5466
T0021,T0029	C0050	54.82	0.0
T0007,T0011	C0029	67.06	0.2946
T0009,T0030	C0050	61.59	0.1937
T0025,T0029	C0062	74.11	0.0423
T0006,T0020	C0054	57.88	0.1959
T0004,T0019	C0030	57.44	0.1536
T0001,T0025	C0025	67.92	0.1725
T0025,T0027	C0032	66.85	0.1331
T0006,T0007	C0050	66.0	0.1883
T0014,T0028	C0062	84.87	0.0
T0002,T0005	C0012	48.83	0.0
T0012,T0021	C0062	57.64	0.0997
T0001,T0030	C0029	64.17	0.1734
T0017,T0024	C0043	72.04	0.0779
T0029,T0030	C0046	66.94	0.2116
T0023,T0025	C0035	24.91	0.4497
T0002,T0011	C0050	78.01	0.2983
T0012,T0024	C0031	68.46	0.7355
T0012,T0020	C0003	63.93	0.4722
T0005,T0018	C0033	48.46	0.2079
T0027,T0029	C0059	38.99	0.0415
T0001,T0017	C0001	63.95	0.1531
T0008,T0027	C0037	41.18	0.1848
T0017,T0027	C0015	44.19	0.3334
T0023,T0029	C0024	76.69	0.2224
T0007,T0024	C0056	82.84	0.3858
T0010,T0018	C0010	75.15	0.0
T0014,T0025	C0020	38.59	0.2762
T0013,T0022	C0056	73.14	0.051
T0013,T0027	C0013	78.08	0.0453
T0011,T0015	C0003	65.43	0.3124
T0015,T0017	C0012	61.98	0.3355
T0017	C0043	33.4	0.3932
T0011,T0015	C0061	41.26	0.1353
T0001,T0028	C0012	65.56	0.2357
T0018,T0019	C0059	76.6	0.2402
T0005,T0019	C0001	52.64	0.0814
T0025	C0015	25.88	0.7441
T0009,T0011	C0052	38.69	0.3077
T0001,T0026	C0001	71.87	0.2768
T0002,T0003	C0043	49.74	0.0
T0003,T0020	C0030	42.66	0.6818
T0022,T0024	C0059	68.94	0.3722
T0022,T0024	C0043	58.09	0.1305
T0024,T0025	C0038	59.81	0.343
T0015,T0020	C0001	63.21	0.0293
T0002,T0011	C0051	83.51	0.6109
T0003,T0015	C0033	20.0	0.5924
T0007,T0018	C0054	90.81	0.0359
T0003,T0019	C0040	73.16	0.0
T0006,T0021	C0004	64.44	0.2375
T0006,T0015	C0035	98.62	0.0867
T0017,T0028	C0004	65.49	0.0
T0005,T0018	C0050	74.83	0.5686
T0019,T0027	C0037	60.58	0.0417
T0002,T0004	C0021	62.78	0.6564
T0025,T0027	C0044	74.11	0.3345
T0004,T0025	C0036	63.7	0.5168
T0006,T0018	C0037	45.52	0.2899
T0023,T0027	C0027	70.19	0.5169
T0009,T0014	C0046	75.25	0.442
T0005,T0011	C0002	43.48	0.492
T0023,T0029	C0059	52.72	0.0
T0022,T0024	C0015	77.48	0.1218
T0014,T0019	C0020	73.3	0.1044
T0014,T0023	C0062	76.61	0.0
T0024,T0028	C0013	23.14	0.3279
T0006,T0029	C0002	69.86	0.0
T0010,T0017	C0061	69.86	0.0
T0007,T0015	C0013	33.04	0.2856
T0005,T0012	C0026	55.7	0.4609
T0020,T0028	C0024	50.39	0.1581
T0007,T0029	C0002	61.3	0.1818
T0003,T0011	C0023	42.98	0.4468
T0011,T0024	C0006	45.3	0.0
T0006	C0030	25.05	0.4036
T0024	C0039	26.31	0.8667
T0019,T0030	C0025	77.8	0.4002
T0017,T0018	C0006	53.84	0.1659
T0015,T0024	C0010	65.15	0.3181
T0001,T0027	C0033	42.81	0.4389
T0012,T0016	C0054	28.25	0.5909
T0001,T0002	C0056	86.41	0.5112
T0003,T0030	C0019	40.22	0.5428
T0017	C0003	39.16	0.3498
T0014,T0022	C0018	40.94	0.5137
T0016,T0017	C0013	71.17	0.4215
T0008,T0025	C0016	75.76	0.034
T0014,T0030	C0025	66.47	0.3704
T0014,T0017	C0054	65.42	0.3415
T0026,T0028	C0040	66.2	0.2052
T0009,T0015	C0013	54.03	0.2476
T0018,T0027	C0006	72.17	0.3076
T0011,T0029	C0045	58.24	0.115
T0007,T0025	C0023	60.04	0.3562
T0013,T0018	C0047	66.34	0.1537
T0004,T0019	C0055	39.55	0.5663
T0007,T0020	C0043	47.26	0.2451
