task_id_list	courier_id	total_score	willingness
T0009,T0032	C0041	58.41	0.2571
T0006,T0025	C0010	20.0	0.2778
T0022,T0023	C0061	63.14	0.0
T0012,T0013	C0042	84.02	0.324
T0036,T0039	C0032	57.42	0.0105
T0018,T0028	C0055	66.41	0.2424
T0004,T0007	C0005	70.08	0.0115
T0019,T0032	C0052	71.69	0.7261
T0002,T0034	C0037	36.32	0.0508
T0021,T0027	C0040	66.08	0.1974
T0008,T0031	C0003	68.85	0.0581
T0008,T0022	C0019	57.78	0.3268
T0023,T0028	C0072	60.05	0.0
T0005,T0011	C0037	77.49	0.1215
T0016,T0037	C0037	73.3	0.4386
T0022,T0027	C0012	64.13	0.2574
T0018,T0036	C0057	58.9	0.0393
T0008,T0040	C0013	88.41	0.3008
T0025,T0028	C0071	48.6	0.3922
T0005,T0028	C0017	61.77	0.1012
T0010,T0036	C0062	41.76	0.3317
T0010,T0022	C0049	61.97	0.3492
T0017	C0058	22.54	0.1195
T0002,T0036	C0020	57.26	0.0304
T0020,T0038	C0071	72.88	0.0
T0032,T0035	C0066	67.18	0.2501
T0029	C0004	31.88	0.8412
T0035,T0040	C0044	39.47	0.6954
T0015,T0017	C0057	76.33	0.3072
T0017,T0038	C0020	66.97	0.2894
T0011,T0014	C0041	42.69	0.3248
T0017,T0019	C0023	65.49	0.2986
T0016,T0030	C0016	47.21	0.0
T0010,T0034	C0031	72.32	0.2954
T0013,T0036	C0029	85.83	0.3858
T0007,T0026	C0044	87.47	0.0
T0004,T0007	C0048	37.65	0.1427
T0004,T0018	C0055	93.66	0.2235
T0019,T0036	C0072	77.57	0.053
T0034	C0016	18.53	0.5488
T0031,T0032	C0069	48.54	0.178
T0016,T0040	C0036	41.65	0.0
T0013,T0036	C0080	58.89	0.4578
T0020,T0033	C0017	56.82	0.308
T0017,T0034	C0055	76.98	0.3209
T0010,T0028	C0028	70.6	0.1927
T0006,T0015	C0047	50.69	0.2211
T0024,T0030	C0010	73.06	0.4472
T0002,T0038	C0025	43.07	0.1247
T0001,T0017	C0036	66.57	0.5542
T0016,T0034	C0042	60.98	0.0
T0038	C0039	28.72	0.5341
T0016,T0039	C0058	50.34	0.1682
T0020,T0022	C0070	52.91	0.1412
T0036,T0040	C0016	58.55	0.3582
T0005,T0014	C0070	54.87	0.5123
T0033,T0035	C0010	90.26	0.0
T0007,T0014	C0003	50.35	0.6451
T0017,T0023	C0046	73.14	0.1307
T0012	C0067	11.35	0.7252
T0016,T0023	C0020	59.59	0.0
T0013,T0027	C0042	52.77	0.2377
T0002,T0010	C0045	53.95	0.533
T0010,T0022	C0020	68.25	0.0235
T0022,T0024	C0078	42.68	0.0958
T0014,T0020	C0075	64.72	0.1297
T0026,T0028	C0060	64.78	0.0988
T0001,T0040	C0017	62.21	0.0
T0013,T0032	C0043	36.49	0.4794
T0004	C0011	35.75	0.988
T0018,T0037	C0076	42.24	0.138
T0026	C0031	28.25	0.8657
T0009,T0021	C0070	38.44	0.2724
T0020	C0074	26.62	1.0
T0030,T0034	C0067	30.05	0.2525
T0020,T0040	C0050	78.74	0.1214
T0005,T0029	C0005	42.19	0.2381
T0009,T0023	C0071	28.65	0.4041
T0024,T0032	C0028	53.99	0.2777
T0025,T0035	C0034	45.83	0.1759
T0018,T0024	C0049	65.51	0.0037
T0016,T0018	C0032	60.53	0.3922
T0016,T0032	C0061	62.57	0.0078
T0021,T0024	C0063	56.26	0.0944
T0013,T0036	C0070	35.6	0.7409
T0018,T0032	C0048	45.76	0.1438
T0007,T0012	C0080	75.54	0.6508
T0017,T0040	C0075	88.56	0.0
T0024,T0038	C0060	64.7	0.2963
T0008,T0017	C0066	58.93	0.2074
T0038	C0036	31.19	0.2322
T0015,T0021	C0014	95.13	0.1605
T0016	C0071	49.16	0.7555
T0018,T0024	C0005	79.7	0.3845
T0012,T0036	C0044	62.65	0.111
T0019,T0024	C0019	69.01	0.4376
T0003,T0018	C0071	51.19	0.2814
T0022	C0007	36.28	0.1773
T0031,T0034	C0025	65.29	0.1052
T0032,T0036	C0030	43.1	0.1709
T0003,T0024	C0028	56.52	0.0819
T0004,T0036	C0067	47.73	0.4515
T0028,T0034	C0011	41.74	0.1862
T0007,T0015	C0011	90.51	0.2994
T0003,T0017	C0038	57.3	0.298
T0020,T0027	C0068	77.04	0.2951
T0003,T0030	C0011	78.22	0.1552
T0028,T0040	C0007	42.43	0.387
T0027,T0038	C0061	77.31	0.0396
T0001,T0011	C0054	42.21	0.2035
T0023,T0038	C0044	56.7	0.1498
