task_id_list	courier_id	total_score	willingness
T023392,T171917	C04530	64.1110	0.000000
T242552,T491461	C01895	59.0674	0.518391
T105285,T242552	C04333	78.3038	0.007469
T171917,T401551	C04034	87.6127	0.041347
T036117,T316388	C02037	53.5350	0.007882
T016928,T186751	C00884	79.6669	0.491125
T023392,T282699	C03994	37.5979	0.071339
T061610,T156741	C01078	48.4013	0.349968
T156741,T236782	C02344	72.0860	0.263702
T023382,T409628	C9060	58.1426	0.517552
T156741,T401551	C03004	96.5389	0.174642
T316388,T561651	C02037	80.8841	0.035297
T023382,T468079	C03960	74.4718	0.360240
T023392,T186751	C01895	46.2093	0.292860
T135587,T460113	C00612	50.4578	0.000000
T016928,T460113	C04137	22.6232	0.077702
T016928,T242552	C03872	52.6556	0.212986
T156741,T468079	C02684	72.4880	0.226540
T061610,T089871	C00612	59.8321	0.243301
T288297	C00884	30.5675	0.808085
T305150,T401551	C02684	63.5082	0.219801
T305150,T316388	C03437	61.2092	0.831534
T023392,T186751	C03724	58.2802	0.194192
T473313,T561651	C01739	42.6721	0.201231
T036117,T460113	C04530	80.8694	0.062535
T156741,T468079	C03437	22.1156	0.015152
T186751,T242552	C04135	61.2361	0.592265
T020169,T089871	C02037	64.4772	0.483179
T242552,T473313	C00584	71.9637	0.107880
T156741,T242552	C03830	31.4719	0.167464
T409628,T561651	C00227	39.1022	0.696621
T023382,T561651	C02344	60.2867	0.287252
T016928,T236782	C00612	47.8301	0.109056
T045887,T236782	C02344	69.5829	0.336987
T204453,T409628	C00060	73.9795	0.000000
T282699,T460113	C03004	25.8230	0.440845
T064777,T288297	C02468	54.1671	0.477637
T020169,T473313	C03010	63.3049	0.009632
T171917,T561651	C02201	53.1747	0.356296
T023382,T401551	C00498	47.6192	0.209092
T089871,T282699	C03796	45.6678	0.087256
T186751,T282699	C02201	46.6745	0.128921
T135587,T409628	C03960	65.7104	0.136574
T561651	C00219	41.8446	0.364548
T020169,T236782	C04034	67.7452	0.186871
T089871,T282699	C00906	72.0288	0.321097
T064777,T156741	C04135	39.5239	0.203219
T316388,T525335	C03863	81.0381	0.013436
T321915,T561651	C01368	100.0000	0.189924
T186751	C02128	20.0313	0.370776
T045887,T491461	C00524	63.9443	0.029747
T204453,T242552	C02344	74.8055	0.104853
T023382,T491461	C00752	52.5716	0.508315
T023392,T236782	C01968	71.5746	0.077244
T023392,T409628	C00584	23.5151	0.412016
T525335,T561651	C02373	76.1331	0.116962
T036117,T064777	C00060	45.1713	0.460997
T016928,T105285	C00612	66.5731	0.109350
