task_id_list	courier_id	total_score	willingness
T0001,T0006	C0011	48.07	0.4619
T0010,T0013	C0002	45.23	0.6586
T0007,T0014	C0008	49.07	0.5031
T0002,T0014	C0024	51.53	0.4486
T0005,T0006	C0024	34.68	0.2225
T0001,T0006	C0008	22.13	0.4474
T0006,T0007	C0023	49.65	0.2704
T0001,T0005	C0020	50.84	0.4168
T0008,T0012	C0011	37.24	0.1648
T0003,T0009	C0012	44.02	0.3992
T0001,T0015	C0024	78.64	0.0988
T0012,T0015	C0017	28.24	0.2737
T0010,T0012	C0023	20.0	0.2512
T0002,T0011	C0024	72.65	0.3224
T0015	C0020	24.31	0.1091
T0008,T0009	C0026	42.47	0.6254
T0009,T0011	C0016	42.8	0.4338
T0002,T0011	C0021	21.76	0.18
T0015	C0019	17.27	0.5191
T0002,T0008	C0017	40.86	0.606
T0012,T0015	C0008	42.34	0.3504
T0003,T0005	C0020	56.36	0.2825
T0004,T0011	C0021	33.52	0.1387
T0005,T0007	C0002	47.64	0.345
T0008,T0012	C0025	54.19	0.1361
T0003,T0009	C0018	30.0	0.2444
T0005,T0011	C0019	67.73	0.7395
T0001,T0010	C0025	53.41	0.335
T0013	C0018	27.16	0.6949
T0009	C0006	19.15	0.9105
T0007,T0011	C0014	43.82	0.4466
T0002,T0013	C0007	37.75	0.6602
T0006,T0011	C0009	38.13	0.3567
T0007,T0009	C0007	28.12	0.3611
T0002,T0008	C0006	60.43	0.386
T0009,T0013	C0022	44.57	0.4384
T0009	C0022	20.9	0.7307
T0003,T0015	C0017	56.52	0.4406
T0003,T0007	C0014	33.94	0.1556
T0003,T0011	C0015	28.55	0.2151
T0011,T0014	C0026	42.98	0.4214
T0002,T0014	C0027	54.69	0.0486
T0009,T0011	C0006	44.09	0.2186
T0007,T0012	C0007	37.55	0.7541
T0006,T0014	C0003	67.4	0.2232
T0002,T0005	C0004	48.56	0.0
T0001,T0011	C0022	38.28	0.4393
T0008,T0010	C0022	46.03	0.2406
T0006,T0014	C0016	22.6	0.6283
T0001,T0004	C0013	47.43	0.4415
T0003,T0007	C0017	50.29	0.3506
T0006,T0007	C0002	50.7	0.3986
T0008,T0012	C0015	38.83	0.2611
T0001,T0010	C0005	40.93	0.2556
T0009,T0011	C0005	50.19	0.2186
T0005,T0008	C0025	44.74	0.6406
T0009	C0018	15.95	0.7064
T0005,T0006	C0025	36.52	0.4458
T0002,T0008	C0012	26.22	0.3474
T0010,T0013	C0009	47.84	0.0519
T0006,T0010	C0010	39.9	0.347
T0005,T0009	C0001	23.69	0.5726
T0003	C0006	15.03	0.499
T0003,T0010	C0003	48.94	0.1404
T0011,T0014	C0016	38.9	0.8167
T0001,T0012	C0015	52.66	0.0464
T0010,T0014	C0003	71.86	0.0
T0004,T0006	C0026	40.8	0.5232
T0004,T0007	C0007	48.71	0.5654
T0001,T0011	C0016	45.01	0.6668
T0002,T0014	C0022	43.26	0.3899
T0005,T0012	C0020	32.01	0.3919
T0001,T0005	C0014	42.81	0.6292
T0011,T0014	C0011	48.73	0.3066
T0006,T0009	C0022	47.09	0.4554
T0004,T0012	C0005	39.01	0.2137
T0001,T0013	C0012	42.53	0.331
T0007,T0014	C0027	40.42	0.3781
T0003,T0004	C0018	21.32	0.1816
T0001	C0019	33.12	0.4119
T0007,T0012	C0018	71.84	0.2005
T0003,T0008	C0025	63.51	0.5877
T0005,T0015	C0016	37.74	0.2025
T0003,T0007	C0011	59.35	0.375
T0004,T0005	C0009	41.38	0.2384
T0006	C0024	24.16	0.4079
T0001,T0010	C0015	47.8	0.3675
T0007,T0009	C0004	22.59	0.4905
T0005,T0006	C0026	60.49	0.2122
T0005,T0007	C0015	44.76	0.5916
T0002,T0011	C0003	39.06	0.2949
T0009,T0015	C0027	60.15	0.5353
T0006,T0007	C0025	38.41	0.4553
T0001,T0005	C0026	76.26	0.1419
T0011,T0013	C0016	38.3	0.4813
T0010,T0013	C0012	37.78	0.3989
T0006,T0014	C0024	38.84	0.4252
T0009,T0013	C0021	33.04	0.3236
T0003,T0011	C0007	41.52	0.3461
T0003,T0005	C0014	27.12	0.2986
T0005,T0009	C0027	44.61	0.4254
T0003,T0006	C0010	38.87	0.7345
