task_id_list	courier_id	total_score	willingness
T0011,T0024	C0054	63.43	0.3271
T0007,T0029	C0049	93.92	0.0
T0010,T0015	C0044	54.15	0.0342
T0001,T0019	C0013	51.77	0.6986
T0011,T0028	C0040	72.33	0.2036
T0022,T0027	C0042	41.52	0.3423
T0008,T0020	C0035	43.75	0.002
T0006,T0028	C0025	73.87	0.289
T0004,T0023	C0008	67.94	0.0367
T0006,T0016	C0015	86.37	0.4859
T0005,T0025	C0015	66.98	0.6322
T0014,T0016	C0039	57.65	0.0914
T0005	C0024	25.42	0.8942
T0008,T0012	C0055	53.81	0.6424
T0012,T0017	C0029	48.85	0.1204
T0024	C0021	29.22	0.2659
T0013,T0014	C0019	43.62	0.4818
T0017,T0029	C0010	46.09	0.7011
T0018,T0029	C0024	60.02	0.2236
T0005,T0027	C0020	73.44	0.1166
T0028,T0029	C0062	64.17	0.3149
T0010,T0023	C0048	49.36	0.4082
T0001,T0011	C0059	52.09	0.0513
T0019,T0030	C0012	78.28	0.2545
T0016,T0018	C0058	100.0	0.2443
T0016,T0023	C0062	89.86	0.1666
T0018,T0024	C0010	39.04	0.4672
T0002,T0004	C0050	54.98	0.2321
T0010,T0011	C0055	64.22	0.6243
T0012,T0018	C0001	52.82	0.298
T0013,T0023	C0033	72.16	0.0886
T0003,T0023	C0058	61.53	0.2236
T0012,T0028	C0060	81.88	0.6445
T0007,T0029	C0006	71.78	0.5026
T0010,T0030	C0048	65.8	0.67
T0002	C0022	33.52	0.6354
T0014,T0026	C0048	28.19	0.3596
T0001	C0053	15.44	0.6684
T0006,T0016	C0011	56.81	0.0352
T0004,T0005	C0014	79.93	0.112
T0001,T0020	C0029	64.08	0.2429
T0019,T0021	C0052	43.87	0.0172
T0004,T0022	C0035	72.52	0.1248
T0018,T0022	C0014	72.21	0.2186
T0021,T0028	C0029	72.27	0.0703
T0010,T0022	C0060	51.43	0.4004
T0002,T0023	C0016	44.49	0.1498
T0014,T0025	C0052	45.64	0.6568
T0015,T0027	C0061	76.21	0.3924
T0010,T0029	C0020	64.93	0.3227
T0006,T0015	C0019	30.43	0.0668
T0011,T0020	C0041	42.85	0.3337
T0002,T0018	C0033	52.69	0.3636
T0018,T0021	C0032	57.6	0.4299
T0016,T0017	C0044	74.56	0.1223
T0026	C0052	31.49	0.1953
T0013,T0016	C0001	54.0	0.0509
T0001,T0016	C0026	53.25	0.3471
T0001,T0027	C0039	77.09	0.4502
T0002,T0029	C0060	52.92	0.5264
T0019	C0050	28.46	0.1662
T0013,T0024	C0026	75.7	0.0
T0006,T0030	C0035	43.14	0.3402
T0006,T0013	C0057	58.62	0.1742
T0015,T0018	C0012	59.7	0.6343
T0001,T0022	C0009	66.57	0.5528
T0013,T0020	C0016	45.27	0.2352
T0007,T0011	C0060	62.35	0.1906
T0013,T0024	C0005	39.58	0.2587
T0005,T0009	C0058	85.37	0.4535
T0010,T0015	C0048	68.49	0.4731
T0009,T0028	C0035	34.38	0.0
T0010,T0024	C0051	48.1	0.701
T0005,T0017	C0001	56.09	0.1688
T0013,T0019	C0014	66.96	0.1054
T0001,T0008	C0012	30.43	0.4906
T0012,T0024	C0034	57.41	0.2652
T0006,T0023	C0030	74.19	0.1759
T0005,T0018	C0029	38.56	0.3392
T0001,T0020	C0062	51.78	0.5485
T0003,T0021	C0037	56.95	0.3981
T0008,T0012	C0041	54.87	0.3932
T0005,T0022	C0043	100.0	0.2172
T0024,T0029	C0029	65.8	0.5623
T0007,T0023	C0055	37.31	0.222
T0005,T0020	C0035	60.19	0.4228
T0006,T0025	C0015	85.12	0.4024
T0016,T0028	C0017	62.74	0.0655
T0003,T0023	C0024	76.53	0.3485
T0002,T0010	C0045	79.36	0.4111
T0006,T0025	C0025	45.25	0.4119
T0017,T0028	C0048	61.82	0.5719
T0002,T0008	C0013	61.24	0.3135
T0006,T0015	C0048	74.32	0.3199
T0003,T0028	C0053	81.41	0.2226
T0005,T0011	C0061	47.72	0.4712
T0002,T0030	C0002	34.71	0.1581
T0015,T0018	C0056	49.83	0.6128
T0024,T0028	C0040	67.86	0.1185
T0018	C0005	37.07	0.427
T0006,T0020	C0062	45.49	0.3334
T0010,T0023	C0054	55.61	0.0
T0005,T0011	C0028	58.99	0.2268
T0014,T0028	C0042	62.91	0.0831
T0017,T0027	C0043	68.07	0.2903
T0002,T0030	C0049	55.39	0.1209
T0006,T0016	C0025	57.05	0.4945
T0015,T0025	C0004	43.67	0.5223
T0009,T0027	C0039	60.49	0.293
T0008,T0017	C0019	58.07	0.0126
T0006,T0014	C0006	65.04	0.2496
T0006,T0028	C0034	31.84	0.3408
T0007,T0015	C0029	49.57	0.4804
T0009,T0026	C0026	64.04	0.0184
T0012,T0017	C0021	79.59	0.3086
T0015,T0021	C0004	87.11	0.2506
T0010,T0013	C0036	83.53	0.4709
T0007,T0025	C0034	70.44	0.2258
T0001,T0022	C0058	65.72	0.3086
T0002,T0008	C0010	58.88	0.2006
T0015,T0018	C0023	59.2	0.0
T0002,T0019	C0024	53.19	0.0296
T0007,T0023	C0053	50.13	0.0583
T0003,T0023	C0036	62.18	0.2612
T0004,T0023	C0041	62.45	0.1393
T0015,T0019	C0054	62.19	0.4587
T0011,T0018	C0054	58.73	0.5279
T0009,T0015	C0052	55.5	0.3394
T0004,T0010	C0056	35.2	0.1588
T0001,T0004	C0031	73.71	0.1848
T0014,T0027	C0055	49.19	0.4725
T0004,T0018	C0035	85.94	0.1338
T0004,T0006	C0049	71.62	0.5775
T0023,T0030	C0054	63.53	0.1774
T0003,T0021	C0005	37.94	0.4164
T0012,T0021	C0030	56.72	0.3393
T0001,T0014	C0027	46.95	0.0111
T0021,T0023	C0026	64.0	0.0628
T0006,T0014	C0032	80.74	0.5959
T0018,T0030	C0013	57.77	0.6028
T0015,T0025	C0045	63.67	0.4928
T0001,T0010	C0056	39.55	0.2327
T0012,T0023	C0059	52.3	0.22
T0016,T0030	C0053	25.64	0.4461
T0025,T0026	C0015	63.29	0.6644
T0010,T0026	C0050	66.81	0.0
T0016,T0026	C0025	63.74	0.0463
T0009,T0017	C0046	68.06	0.0652
T0015,T0030	C0037	62.09	0.0679
T0018,T0019	C0028	42.98	0.6637
T0002,T0006	C0043	36.13	0.2518
T0012,T0020	C0050	45.05	0.2384
T0004,T0023	C0055	51.2	0.0
T0015,T0022	C0020	50.44	0.0711
T0004,T0030	C0005	76.54	0.0
T0011,T0020	C0048	67.27	0.0
T0001,T0013	C0046	49.86	0.2651
T0010,T0029	C0029	52.71	0.018
T0012,T0017	C0015	55.36	0.078
T0006,T0019	C0059	67.33	0.1714
T0022,T0025	C0034	55.94	0.0
T0009	C0057	47.7	0.8306
T0011,T0029	C0042	59.76	0.3637
T0017,T0024	C0026	54.93	0.1572
T0024,T0029	C0036	52.95	0.1916
T0009,T0027	C0046	77.71	0.147
T0005,T0009	C0061	41.34	0.6599
T0002,T0027	C0011	51.31	0.2401
T0002,T0014	C0010	43.97	0.1005
T0015,T0028	C0036	75.48	0.2145
T0008,T0022	C0019	60.83	0.0641
T0010,T0013	C0037	36.1	0.2752
T0017,T0023	C0041	55.19	0.3199
T0013,T0014	C0013	50.81	0.1325
T0004,T0018	C0006	56.6	0.4847
T0026,T0027	C0037	39.65	0.0308
T0006,T0019	C0062	33.77	0.0
T0017,T0022	C0058	62.06	0.3295
T0007,T0009	C0036	71.52	0.1917
T0003,T0027	C0034	75.0	0.1998
T0001,T0020	C0052	76.94	0.3178
T0019,T0025	C0011	57.91	0.3098
T0001,T0029	C0039	46.87	0.8892
T0005,T0011	C0059	52.53	0.1137
T0022,T0024	C0046	77.14	0.2697
T0013,T0017	C0034	54.95	0.1815
T0012,T0028	C0007	39.43	0.5743
T0005,T0015	C0017	36.72	0.0535
T0018,T0022	C0025	64.91	0.2051
T0002,T0009	C0042	79.19	0.1816
T0018,T0027	C0047	46.41	0.4215
T0001,T0007	C0031	53.86	0.3339
T0007,T0008	C0016	55.7	0.4912
T0028	C0030	26.45	0.5798
T0012,T0028	C0011	95.99	0.4822
T0005,T0026	C0034	70.14	0.3644
T0023,T0029	C0029	70.63	0.4322
T0017,T0022	C0037	42.14	0.0996
T0028,T0030	C0045	50.28	0.2763
T0018,T0026	C0042	68.9	0.096
T0019,T0026	C0013	72.27	0.5362
T0014,T0020	C0004	82.32	0.1823
T0018,T0019	C0011	29.84	0.549
T0020,T0024	C0059	76.38	0.3448
T0008,T0028	C0049	74.18	0.1522
T0007,T0012	C0019	57.54	0.2804
T0015,T0029	C0040	70.97	0.1372
T0017,T0024	C0052	53.19	0.2111
T0013,T0022	C0005	63.28	0.4227
T0003,T0004	C0058	77.65	0.4591
T0007,T0021	C0023	63.86	0.438
T0024	C0031	22.27	0.4156
T0002,T0030	C0057	73.41	0.0987
T0011,T0023	C0059	64.47	0.01
T0007,T0018	C0048	60.16	0.104
T0001,T0025	C0026	51.26	0.1432
T0012,T0023	C0012	58.18	0.2064
T0007,T0030	C0036	66.6	0.3511
T0013,T0014	C0054	62.4	0.0637
T0018,T0030	C0044	61.33	0.0171
T0016,T0030	C0052	77.57	0.2865
T0017,T0028	C0059	40.68	0.5881
T0001,T0012	C0039	71.82	0.3277
T0003,T0025	C0008	61.27	0.3148
T0025,T0029	C0037	60.43	0.1759
T0009	C0020	43.21	0.5667
T0003,T0005	C0008	84.35	0.1573
T0001,T0014	C0015	75.16	0.2745
T0019,T0030	C0036	30.63	0.2368
T0015,T0029	C0009	57.74	0.3826
T0005,T0013	C0053	66.41	0.4904
T0016,T0025	C0040	32.3	0.5187
T0013,T0019	C0032	59.92	0.1682
T0024,T0027	C0043	69.58	0.1734
T0006,T0019	C0037	79.18	0.0
T0004,T0005	C0047	39.02	0.1215
T0016,T0018	C0059	65.88	0.4468
T0010,T0025	C0031	79.48	0.1629
T0013,T0027	C0032	56.01	0.3134
T0001,T0006	C0057	42.01	0.3456
T0003,T0024	C0023	31.94	0.4156
T0005,T0014	C0061	41.23	0.5216
T0012,T0014	C0002	68.74	0.3956
T0013,T0014	C0020	60.41	0.1808
T0003,T0010	C0020	78.1	0.4075
T0020,T0026	C0012	54.23	0.016
T0010,T0022	C0061	47.96	0.0
T0002,T0009	C0032	47.87	0.3791
T0007,T0026	C0030	65.65	0.1909
T0006,T0019	C0004	54.55	0.0
T0003,T0028	C0046	54.14	0.0489
T0019,T0020	C0036	64.68	0.2932
T0003,T0004	C0053	87.04	0.1171
T0007,T0024	C0044	83.95	0.2409
T0009	C0043	27.73	0.9663
T0010,T0030	C0059	47.96	0.3816
T0022,T0023	C0007	63.23	0.11
T0009,T0026	C0009	68.11	0.4184
T0001,T0029	C0042	83.84	0.5375
T0006,T0023	C0017	64.15	0.2899
T0011,T0021	C0053	57.94	0.0619
T0007,T0014	C0042	83.01	0.404
T0009,T0020	C0050	47.49	0.2571
