task_id_list	courier_id	total_score	willingness
T004390	C00075	37.216	0.4851
T004390	C00088	42.794	0.4579
T004390	C00108	49.558	0.2553
T004390	C00125	46.937	0.3113
T004390	C00151	55.235	0.3656
T004390	C00334	40.697	0.6497
T004390	C00399	43.256	0.1296
T004390	C00463	47.945	0.4114
T004390	C00557	44.641	0.4275
T004390	C00587	45.481	0.4431
T004390	C00612	42.561	0.2205
T004390	C00711	58.773	0.1749
T004390	C00759	50.634	0.4051
T004390	C00800	47.783	0.3517
T004390	C00842	53.121	0.3345
T004390	C00861	50.084	0.3215
T004390	C00875	42.946	0.5495
T004390	C00990	47.596	0.3988
T004390	C01007	47.644	0.3922
T004390	C01059	47.963	0.4401
T004390	C01080	47.042	0.5090
T004390	C01108	55.651	0.2995
T004390	C01226	44.403	0.4560
T004390	C01273	48.645	0.1691
T004390	C01352	42.849	0.5151
T004390	C01381	43.950	0.3871
T004390	C01400	44.670	0.4556
T004390	C01404	44.238	0.4265
T004390	C01408	52.789	0.2383
T004390	C01474	43.384	0.4839
T004390	C01530	43.123	0.4813
T004390	C01540	46.764	0.3809
T004390	C01562	40.758	0.5320
T004390	C01574	43.012	0.4692
T004390	C01622	50.052	0.4224
T004390	C01684	40.842	0.5741
T004390	C01693	50.605	0.3546
T004390	C01736	46.120	0.4339
T004390	C01739	46.144	0.2597
T004390	C01869	39.856	0.5583
T004390	C01870	44.168	0.4917
T004390	C01878	47.874	0.4228
T004390	C01882	49.055	0.3876
T004390	C01908	49.052	0.3340
T004390	C01970	46.671	0.4795
T004390	C02061	42.135	0.4284
T004390	C02078	48.033	0.4767
T004390	C02113	48.212	0.4861
T004390	C02172	44.689	0.4427
T004390	C02197	49.910	0.2731
T004390	C02276	47.519	0.2176
T004390	C02355	44.761	0.4403
T004390	C02373	39.712	0.5876
T004390	C02382	49.976	0.3453
T004390	C02465	41.453	0.4633
T004390	C02504	43.174	0.4455
T004390	C02595	43.809	0.4126
T004390	C02609	37.992	0.3044
T004390	C02722	41.158	0.4604
T004390	C02742	51.708	0.3997
T004390	C02779	54.656	0.3307
T004390	C02869	45.136	0.4010
T004390	C02887	52.387	0.3717
T004390	C02913	45.388	0.3217
T004390	C03127	44.642	0.4457
T004390	C03176	46.723	0.2871
T004390	C03290	55.136	0.2698
T004390	C03302	46.983	0.4980
T004390	C03560	41.391	0.1795
T004390	C03589	46.347	0.4524
T004390	C03596	46.269	0.3592
T004390	C03857	38.717	0.4632
T004390	C04032	46.353	0.3212
T004390	C04080	39.268	0.3962
T004390	C04121	41.527	0.3236
T004390	C04175	40.078	0.3468
T004390	C04200	43.687	0.4163
T004390	C04300	41.409	0.5175
T004390	C04325	47.518	0.4000
T004390	C04709	43.394	0.3963
T007667	C00075	24.290	0.6669
T007667	C00088	23.105	0.7284
T007667	C00108	28.956	0.3039
T007667	C00125	33.133	0.4368
T007667	C00151	29.759	0.5115
T007667	C00334	25.692	0.7443
T007667	C00399	22.692	0.2379
T007667	C00463	24.799	0.6929
T007667	C00557	23.408	0.6943
T007667	C00587	21.750	0.7443
T007667	C00612	21.979	0.3936
T007667	C00711	33.853	0.2626
T007667	C00759	31.121	0.5994
